timestamp,deviceId,moistureRaw,moisturePercent,pumpOn,mode,rssi,uptimeMs,dryThreshold,wetThreshold,sessionId
2026-09-09 13:15:00+00:00,bench-01,2182,55.3,0,auto,-59.4,10000,35,65,2026-09-09-s1
2026-09-09 13:15:10+00:00,bench-01,2205,55.6,0,auto,-60.4,19996,35,65,2026-09-09-s1
2026-09-09 13:15:20+00:00,bench-01,2200,55.0,0,auto,-59.0,29995,35,65,2026-09-09-s1
2026-09-09 13:15:30+00:00,bench-01,2215,54.7,0,auto,-56.4,39998,35,65,2026-09-09-s1
2026-09-09 13:15:40+00:00,bench-01,2233,54.2,0,auto,-57.4,49996,35,65,2026-09-09-s1
2026-09-09 13:15:50+00:00,bench-01,2243,53.2,0,auto,-57.1,59993,35,65,2026-09-09-s1
2026-09-09 13:16:00+00:00,bench-01,2247,53.0,0,auto,-58.9,69990,35,65,2026-09-09-s1
2026-09-09 13:16:10+00:00,bench-01,2232,53.1,0,auto,-60.9,79992,35,65,2026-09-09-s1
2026-09-09 13:16:20+00:00,bench-01,2268,52.3,0,auto,-61.5,89996,35,65,2026-09-09-s1
2026-09-09 13:16:30+00:00,bench-01,2289,51.1,0,auto,-60.6,99993,35,65,2026-09-09-s1
2026-09-09 13:16:40+00:00,bench-01,2293,50.8,0,auto,-61.1,109989,35,65,2026-09-09-s1
2026-09-09 13:16:50+00:00,bench-01,2301,50.5,0,auto,-60.3,119984,35,65,2026-09-09-s1
2026-09-09 13:17:00+00:00,bench-01,2302,49.3,0,auto,-61.5,129982,35,65,2026-09-09-s1
2026-09-09 13:17:10+00:00,bench-01,2326,49.4,0,auto,-61.7,139986,35,65,2026-09-09-s1
2026-09-09 13:17:20+00:00,bench-01,2342,48.4,0,auto,-62.4,149985,35,65,2026-09-09-s1
2026-09-09 13:17:30+00:00,bench-01,2351,48.7,0,auto,-63.7,159988,35,65,2026-09-09-s1
2026-09-09 13:17:40+00:00,bench-01,2338,48.6,0,auto,-65.1,169990,35,65,2026-09-09-s1
2026-09-09 13:17:50+00:00,bench-01,2343,48.0,0,auto,-66.3,179986,35,65,2026-09-09-s1
2026-09-09 13:18:00+00:00,bench-01,2339,48.6,0,auto,-68.9,189989,35,65,2026-09-09-s1
2026-09-09 13:18:10+00:00,bench-01,2382,46.9,0,auto,-69.1,199986,35,65,2026-09-09-s1
2026-09-09 13:18:20+00:00,bench-01,2399,46.4,0,auto,-67.9,209987,35,65,2026-09-09-s1
2026-09-09 13:18:30+00:00,bench-01,2360,46.8,0,auto,-69.0,219991,35,65,2026-09-09-s1
2026-09-09 13:18:40+00:00,bench-01,2388,45.5,0,auto,-69.5,229988,35,65,2026-09-09-s1
2026-09-09 13:18:50+00:00,bench-01,2400,45.2,0,auto,-67.9,239987,35,65,2026-09-09-s1
2026-09-09 13:19:00+00:00,bench-01,2425,45.0,0,auto,-69.4,249991,35,65,2026-09-09-s1
2026-09-09 13:19:10+00:00,bench-01,2440,44.2,0,auto,-67.7,259988,35,65,2026-09-09-s1
2026-09-09 13:19:20+00:00,bench-01,2426,43.9,0,auto,-66.0,269985,35,65,2026-09-09-s1
2026-09-09 13:19:30+00:00,bench-01,2428,43.2,0,auto,-66.4,279981,35,65,2026-09-09-s1
2026-09-09 13:19:40+00:00,bench-01,2444,42.9,0,auto,-65.8,289979,35,65,2026-09-09-s1
2026-09-09 13:19:50+00:00,bench-01,2453,42.8,0,auto,-65.7,299983,35,65,2026-09-09-s1
2026-09-09 13:20:00+00:00,bench-01,2462,42.1,0,auto,-66.4,309986,35,65,2026-09-09-s1
2026-09-09 13:20:10+00:00,bench-01,2483,41.1,0,auto,-67.0,319981,35,65,2026-09-09-s1
2026-09-09 13:20:20+00:00,bench-01,2472,40.9,0,auto,-68.6,329985,35,65,2026-09-09-s1
2026-09-09 13:20:30+00:00,bench-01,2491,41.0,0,auto,-69.8,339987,35,65,2026-09-09-s1
2026-09-09 13:20:40+00:00,bench-01,2493,40.7,0,auto,-70.0,349989,35,65,2026-09-09-s1
2026-09-09 13:20:50+00:00,bench-01,2492,40.9,0,auto,-70.0,359984,35,65,2026-09-09-s1
2026-09-09 13:21:00+00:00,bench-01,2532,40.1,0,auto,-69.5,369981,35,65,2026-09-09-s1
2026-09-09 13:21:10+00:00,bench-01,2508,40.2,0,auto,-71.6,379976,35,65,2026-09-09-s1
2026-09-09 13:21:20+00:00,bench-01,2530,39.1,0,auto,-72.0,389978,35,65,2026-09-09-s1
2026-09-09 13:21:30+00:00,bench-01,2546,38.0,0,auto,-71.6,399974,35,65,2026-09-09-s1
2026-09-09 13:21:40+00:00,bench-01,2503,39.3,0,auto,-72.0,409973,35,65,2026-09-09-s1
2026-09-09 13:21:50+00:00,bench-01,2557,38.6,0,auto,-71.5,419971,35,65,2026-09-09-s1
2026-09-09 13:22:00+00:00,bench-01,2550,37.9,0,auto,-70.3,429966,35,65,2026-09-09-s1
2026-09-09 13:22:10+00:00,bench-01,2554,38.2,0,auto,-69.4,439963,35,65,2026-09-09-s1
2026-09-09 13:22:20+00:00,bench-01,2584,37.1,0,auto,-70.2,449967,35,65,2026-09-09-s1
2026-09-09 13:22:30+00:00,bench-01,2581,37.1,0,auto,-73.0,459971,35,65,2026-09-09-s1
2026-09-09 13:22:40+00:00,bench-01,2538,37.3,0,auto,-72.3,469973,35,65,2026-09-09-s1
2026-09-09 13:22:50+00:00,bench-01,2596,36.1,0,auto,-72.0,479969,35,65,2026-09-09-s1
2026-09-09 13:23:00+00:00,bench-01,2588,36.0,0,auto,-70.8,489969,35,65,2026-09-09-s1
2026-09-09 13:23:10+00:00,bench-01,2605,35.3,0,auto,-70.8,499968,35,65,2026-09-09-s1
2026-09-09 13:23:20+00:00,bench-01,2625,35.6,0,auto,-73.2,509967,35,65,2026-09-09-s1
2026-09-09 13:23:30+00:00,bench-01,2605,34.5,0,auto,-74.1,519967,35,65,2026-09-09-s1
2026-09-09 13:23:40+00:00,bench-01,2596,34.3,0,auto,-74.7,529969,35,65,2026-09-09-s1
2026-09-09 13:23:50+00:00,bench-01,2613,35.3,1,auto,-74.1,539972,35,65,2026-09-09-s1
2026-09-09 13:24:00+00:00,bench-01,2586,35.9,1,auto,-74.4,549967,35,65,2026-09-09-s1
2026-09-09 13:24:10+00:00,bench-01,2575,35.3,1,auto,-73.5,559962,35,65,2026-09-09-s1
2026-09-09 13:24:20+00:00,bench-01,2570,36.9,1,auto,-73.6,569962,35,65,2026-09-09-s1
2026-09-09 13:24:30+00:00,bench-01,2576,36.1,1,auto,-72.7,579964,35,65,2026-09-09-s1
2026-09-09 13:24:40+00:00,bench-01,2581,36.7,1,auto,-74.8,589963,35,65,2026-09-09-s1
2026-09-09 13:24:50+00:00,bench-01,2571,37.2,1,auto,-74.5,599959,35,65,2026-09-09-s1
2026-09-09 13:25:00+00:00,bench-01,2578,37.2,1,auto,-73.1,609955,35,65,2026-09-09-s1
2026-09-09 13:25:10+00:00,bench-01,2528,39.1,1,auto,-71.8,619951,35,65,2026-09-09-s1
2026-09-09 13:25:20+00:00,bench-01,2524,38.7,1,auto,-74.3,629952,35,65,2026-09-09-s1
2026-09-09 13:25:30+00:00,bench-01,2507,39.5,1,auto,-74.8,639950,35,65,2026-09-09-s1
2026-09-09 13:25:40+00:00,bench-01,2535,39.3,1,auto,-74.8,649950,35,65,2026-09-09-s1
2026-09-09 13:25:50+00:00,bench-01,2507,40.0,1,auto,-75.7,659948,35,65,2026-09-09-s1
2026-09-09 13:26:00+00:00,bench-01,2501,40.6,1,auto,-75.2,669947,35,65,2026-09-09-s1
2026-09-09 13:26:10+00:00,bench-01,2497,39.7,1,auto,-74.1,679943,35,65,2026-09-09-s1
2026-09-09 13:26:20+00:00,bench-01,2528,40.4,1,auto,-74.8,689945,35,65,2026-09-09-s1
2026-09-09 13:26:30+00:00,bench-01,2498,40.9,1,auto,-74.0,699946,35,65,2026-09-09-s1
2026-09-09 13:26:40+00:00,bench-01,2477,41.0,1,auto,-74.2,709946,35,65,2026-09-09-s1
2026-09-09 13:26:50+00:00,bench-01,2490,41.8,1,auto,-75.3,719945,35,65,2026-09-09-s1
2026-09-09 13:27:00+00:00,bench-01,2457,42.2,1,auto,-78.2,729940,35,65,2026-09-09-s1
2026-09-09 13:27:10+00:00,bench-01,2460,42.2,1,auto,-78.0,739935,35,65,2026-09-09-s1
2026-09-09 13:27:20+00:00,bench-01,2458,42.8,1,auto,-75.5,749933,35,65,2026-09-09-s1
2026-09-09 13:27:30+00:00,bench-01,2449,42.4,1,auto,-75.1,759933,35,65,2026-09-09-s1
2026-09-09 13:27:40+00:00,bench-01,2435,43.5,1,auto,-74.5,769932,35,65,2026-09-09-s1
2026-09-09 13:27:50+00:00,bench-01,2446,43.2,1,auto,-72.9,779930,35,65,2026-09-09-s1
2026-09-09 13:28:00+00:00,bench-01,2435,42.9,1,auto,-74.1,789925,35,65,2026-09-09-s1
2026-09-09 13:28:10+00:00,bench-01,2442,44.2,1,auto,-73.9,799921,35,65,2026-09-09-s1
2026-09-09 13:28:20+00:00,bench-01,2417,43.7,1,auto,-74.5,809924,35,65,2026-09-09-s1
2026-09-09 13:28:30+00:00,bench-01,2433,44.5,1,auto,-75.2,819928,35,65,2026-09-09-s1
2026-09-09 13:28:40+00:00,bench-01,2427,44.3,1,auto,-75.0,829930,35,65,2026-09-09-s1
2026-09-09 13:28:50+00:00,bench-01,2399,45.5,1,auto,-73.2,839932,35,65,2026-09-09-s1
2026-09-09 13:29:00+00:00,bench-01,2407,45.3,1,auto,-73.7,849933,35,65,2026-09-09-s1
2026-09-09 13:29:10+00:00,bench-01,2363,46.9,1,auto,-74.1,859934,35,65,2026-09-09-s1
2026-09-09 13:29:20+00:00,bench-01,2386,46.3,1,auto,-73.2,869934,35,65,2026-09-09-s1
2026-09-09 13:29:30+00:00,bench-01,2353,46.6,1,auto,-73.7,879938,35,65,2026-09-09-s1
2026-09-09 13:29:40+00:00,bench-01,2388,46.3,1,auto,-74.8,889942,35,65,2026-09-09-s1
2026-09-09 13:29:50+00:00,bench-01,2358,46.9,1,auto,-74.9,899943,35,65,2026-09-09-s1
2026-09-09 13:30:00+00:00,bench-01,2336,46.9,1,auto,-74.5,909938,35,65,2026-09-09-s1
2026-09-09 13:30:10+00:00,bench-01,2343,48.4,1,auto,-74.7,919935,35,65,2026-09-09-s1
2026-09-09 13:30:20+00:00,bench-01,2350,47.5,1,auto,-73.8,929933,35,65,2026-09-09-s1
2026-09-09 13:30:30+00:00,bench-01,2359,47.9,1,auto,-74.8,939929,35,65,2026-09-09-s1
2026-09-09 13:30:40+00:00,bench-01,2346,47.8,1,auto,-75.1,949932,35,65,2026-09-09-s1
2026-09-09 13:31:00+00:00,bench-01,2331,48.6,1,auto,-76.2,969927,35,65,2026-09-09-s1
2026-09-09 13:31:10+00:00,bench-01,2292,49.3,1,auto,-77.3,979926,35,65,2026-09-09-s1
2026-09-09 13:31:20+00:00,bench-01,2319,48.7,1,auto,-77.2,989927,35,65,2026-09-09-s1
2026-09-09 13:31:30+00:00,bench-01,2321,49.7,1,auto,-79.9,999922,35,65,2026-09-09-s1
2026-09-09 13:31:40+00:00,bench-01,2331,48.8,1,auto,-77.7,1009921,35,65,2026-09-09-s1
2026-09-09 13:31:50+00:00,bench-01,2300,49.6,1,auto,-75.6,1019917,35,65,2026-09-09-s1
2026-09-09 13:32:00+00:00,bench-01,2304,50.3,1,auto,-74.8,1029918,35,65,2026-09-09-s1
2026-09-09 13:32:10+00:00,bench-01,2294,50.2,1,auto,-72.8,1039916,35,65,2026-09-09-s1
2026-09-09 13:32:20+00:00,bench-01,2286,51.0,1,auto,-74.1,1049911,35,65,2026-09-09-s1
2026-09-09 13:32:30+00:00,bench-01,2314,50.6,1,auto,-74.1,1059907,35,65,2026-09-09-s1
2026-09-09 13:32:40+00:00,bench-01,2295,50.4,1,auto,-75.6,1069903,35,65,2026-09-09-s1
2026-09-09 13:32:50+00:00,bench-01,2288,51.4,1,auto,-75.6,1079900,35,65,2026-09-09-s1
